"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Less than 9th grade","9th to 12th grade, no diploma","High school graduate (includes equivalency)","Some college, no degree","Associate's degree","Bachelor's degree","Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","High school graduate or higher","Bachelor's degree or higher","Population 35 to 44 years","High school graduate or higher","Bachelor's degree or higher","Population 45 to 64 years","High school graduate or higher","Bachelor's degree or higher","Population 65 years and over","High school graduate or higher","Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"        Estimate","3,270","25.2%","47.9%","18.9%","8.0%","25,737","3.6%","10.6%","30.7%","28.0%","9.8%","12.1%","5.2%","85.8%","17.3%","4,643","90.1%","22.9%","4,403","83.5%","9.3%","10,737","84.9%","16.3%","5,954","85.9%","20.7%","","35.4%","9.3%","9.1%","6.5%","","35,869","22,450","27,065","40,533","54,157","41,080","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,274","9.1%","58.0%","32.9%","0.0%","25,238","6.0%","6.6%","33.9%","30.9%","10.0%","9.5%","3.1%","87.4%","12.6%","3,760","88.6%","11.9%","4,285","71.8%","9.0%","10,610","91.5%","17.2%","6,583","90.5%","8.1%","","53.1%","15.3%","15.9%","8.8%","","22,233","8,929","22,703","23,219","26,003","36,696","","(X)"
"Abilene, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","22,457","14.4%","27.3%","49.9%","8.5%","105,670","5.9%","10.6%","30.8%","25.7%","5.7%","14.4%","6.9%","83.5%","21.2%","24,130","83.0%","11.3%","18,940","86.1%","21.6%","39,200","81.9%","26.3%","23,400","84.5%","22.8%","","33.2%","17.0%","11.5%","5.4%","","30,842","16,057","25,902","30,639","48,201","61,786","","6.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,188","18.1%","27.4%","49.4%","5.1%","53,068","5.5%","11.0%","31.2%","26.0%","6.1%","13.0%","7.1%","83.4%","20.1%","13,217","82.0%","9.4%","9,923","84.1%","13.8%","19,525","82.3%","28.3%","10,403","86.8%","24.3%","","26.8%","14.4%","7.7%","4.8%","","38,791","21,223","35,217","36,049","50,679","86,047","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,269","9.9%","27.1%","50.5%","12.5%","52,602","6.2%","10.2%","30.4%","25.4%","5.3%","15.8%","6.6%","83.5%","22.4%","10,913","84.1%","13.6%","9,017","88.3%","30.3%","19,675","81.6%","24.3%","12,997","82.7%","21.5%","","38.0%","19.4%","15.2%","6.0%","","24,296","11,269","20,813","25,109","47,555","50,216","","(X)"
"Adrian, MI Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,982","19.0%","29.0%","50.0%","2.0%","66,938","3.2%","5.8%","35.4%","25.2%","10.5%","13.2%","6.7%","91.0%","19.9%","10,757","86.3%","16.4%","11,961","93.1%","21.8%","28,738","94.9%","22.3%","15,482","85.5%","16.4%","","27.7%","12.0%","6.5%","5.6%","","30,941","18,208","25,082","31,789","45,974","55,125","","3.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,509","17.3%","39.4%","41.6%","1.7%","33,313","3.5%","6.7%","35.2%","28.0%","8.9%","13.1%","4.7%","89.8%","17.8%","5,635","83.2%","10.5%","6,267","89.4%","14.4%","14,538","93.6%","23.3%","6,873","87.5%","15.4%","","31.7%","11.2%","5.3%","3.6%","","37,331","23,516","32,309","40,636","55,004","98,866","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,473","21.0%","16.3%","60.3%","2.4%","33,625","2.9%","4.9%","35.7%","22.4%","12.1%","13.4%","8.6%","92.2%","22.0%","5,122","89.6%","22.9%","5,694","97.3%","29.9%","14,200","96.2%","21.3%","8,609","83.9%","17.3%","","22.7%","12.7%","7.7%","7.1%","","23,300","8,542","16,607","23,024","37,662","50,296","","(X)"
"Aguadilla-Isabela-San Sebasti?n, PR Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","32,052","15.9%","22.4%","55.2%","6.5%","201,987","24.0%","10.0%","26.9%","9.4%","9.2%","15.6%","4.9%","66.0%","20.5%","36,298","80.2%","28.7%","39,419","76.7%","26.6%","78,320","70.7%","20.2%","47,950","38.8%","9.8%","","68.5%","53.8%","37.8%","17.5%","","14,521","7,781","11,856","15,221","18,350","27,084","","3.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","16,395","20.5%","23.9%","50.7%","4.9%","96,090","23.9%","12.0%","30.4%","8.6%","8.6%","12.7%","3.8%","64.1%","16.5%","17,687","77.3%","24.6%","19,161","69.8%","15.3%","37,139","69.4%","16.9%","22,103","39.8%","10.5%","","65.7%","50.1%","30.7%","12.4%","","14,890","7,883","12,472","17,389","25,078","40,499","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,657","11.0%","20.9%","59.8%","8.2%","105,897","24.2%","8.2%","23.7%","10.1%","9.8%","18.2%","5.9%","67.7%","24.1%","18,611","83.0%","32.6%","20,258","83.2%","37.2%","41,181","71.8%","23.2%","25,847","37.9%","9.2%","","71.2%","58.2%","43.4%","20.6%","","14,206","7,422","10,343","13,609","15,641","24,478","","(X)"
"Akron, OH Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","76,280","11.2%","30.3%","49.0%","9.5%","474,507","2.2%","7.2%","34.3%","20.3%","7.5%","18.3%","10.1%","90.6%","28.4%","84,318","92.1%","32.5%","84,721","94.5%","35.2%","200,272","92.4%","27.2%","105,196","82.8%","22.1%","","27.7%","12.1%","13.1%","3.6%","","35,561","19,145","29,979","32,144","48,120","61,810","","3.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","38,239","11.8%","35.4%","45.7%","7.1%","225,273","2.3%","7.0%","35.4%","20.6%","5.8%","18.8%","10.1%","90.7%","28.9%","41,296","92.1%","27.4%","41,843","93.7%","34.4%","96,972","91.9%","27.7%","45,162","84.0%","27.8%","","21.6%","11.2%","8.5%","3.1%","","41,710","25,513","35,344","39,504","61,355","71,786","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","38,041","10.7%","25.2%","52.3%","11.9%","249,234","2.2%","7.3%","33.4%","20.1%","9.0%","17.8%","10.2%","90.5%","28.0%","43,022","92.0%","37.5%","42,878","95.3%","35.9%","103,300","92.8%","26.6%","60,034","82.0%","17.9%","","33.1%","12.9%","16.9%","4.2%","","30,043","16,402","24,524","27,607","37,010","57,640","","(X)"
"Alamogordo, NM Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,193","29.9%","28.6%","40.2%","1.4%","42,567","6.2%","11.5%","25.9%","31.8%","7.9%","9.6%","7.1%","82.3%","16.7%","8,490","89.0%","16.4%","8,037","76.3%","18.3%","16,173","83.0%","18.2%","9,867","80.1%","13.3%","","42.1%","20.8%","16.7%","8.3%","","25,163","9,495","17,471","25,608","44,314","72,222","","4.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,971","28.3%","30.3%","41.4%","0.0%","21,787","6.5%","12.6%","24.5%","32.8%","7.8%","7.9%","7.9%","80.9%","15.8%","4,911","86.5%","12.6%","4,225","74.9%","13.9%","8,061","79.3%","16.1%","4,590","83.1%","20.7%","","35.6%","21.6%","14.7%","6.6%","","31,089","10,730","26,232","29,919","51,751","92,360","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,222","31.9%","26.4%","38.6%","3.0%","20,780","6.0%","10.3%","27.3%","30.7%","8.1%","11.4%","6.2%","83.7%","17.7%","3,579","92.5%","21.6%","3,812","77.9%","23.3%","8,112","86.7%","20.3%","5,277","77.4%","6.8%","","49.3%","20.0%","19.0%","9.8%","","15,725","2,500-","8,855","16,840","41,724","52,276","","(X)"
"Albany, GA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,731","25.6%","23.3%","48.6%","2.4%","98,344","6.1%","14.0%","29.4%","25.6%","6.5%","10.7%","7.7%","79.9%","18.4%","18,761","78.3%","15.1%","19,108","84.3%","19.6%","40,290","83.5%","20.6%","20,185","70.0%","15.8%","","39.6%","18.8%","19.3%","4.9%","","27,281","16,490","23,829","27,078","37,273","48,716","","10.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,383","34.9%","25.9%","36.5%","2.8%","45,734","8.1%","16.7%","29.3%","23.3%","4.2%","12.0%","6.4%","75.1%","18.4%","8,690","67.7%","10.0%","9,452","81.4%","21.9%","19,048","79.5%","21.2%","8,544","65.9%","16.6%","","37.5%","18.5%","11.1%","6.5%","","32,499","17,184","26,889","38,536","40,975","75,327","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,348","17.4%","20.9%","59.6%","2.1%","52,610","4.3%","11.6%","29.6%","27.6%","8.4%","9.6%","8.8%","84.1%","18.4%","10,071","87.6%","19.6%","9,656","87.2%","17.5%","21,242","87.1%","20.1%","11,641","73.0%","15.2%","","42.1%","19.1%","24.7%","3.5%","","23,800","14,063","21,515","22,403","35,649","41,490","","(X)"
"Albany-Lebanon, OR Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,896","9.4%","32.7%","50.8%","7.1%","79,555","3.2%","9.6%","33.8%","28.9%","10.3%","9.2%","5.0%","87.2%","14.2%","14,818","94.0%","14.3%","13,532","84.6%","11.9%","31,924","88.8%","15.2%","19,281","81.1%","14.3%","","21.5%","14.9%","14.1%","5.5%","","30,538","17,006","30,919","28,188","40,264","40,599","","4.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,133","11.7%","47.8%","37.2%","3.3%","38,757","2.7%","10.5%","34.2%","26.9%","11.0%","10.4%","4.3%","86.8%","14.6%","7,769","91.2%","9.7%","6,846","83.5%","13.7%","15,286","87.5%","15.0%","8,856","84.4%","19.0%","","19.2%","8.4%","16.7%","4.2%","","38,284","28,864","37,576","35,860","46,914","52,415","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,763","7.2%","19.4%","62.8%","10.6%","40,798","3.6%","8.8%","33.3%","30.9%","9.5%","8.1%","5.8%","87.6%","13.9%","7,049","97.2%","19.3%","6,686","85.7%","10.1%","16,638","90.1%","15.3%","10,425","78.3%","10.4%","","23.8%","21.3%","11.9%","6.7%","","21,615","8,993","19,209","23,334","35,289","34,590","","(X)"
"Albany-Schenectady-Troy, NY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","99,004","9.0%","21.9%","53.3%","15.8%","595,301","2.4%","5.6%","27.8%","18.0%","12.1%","18.9%","15.2%","92.0%","34.1%","107,873","94.2%","40.8%","107,385","94.0%","37.4%","250,978","93.5%","34.1%","129,065","85.6%","26.0%","","24.8%","11.6%","7.9%","3.6%","","41,009","21,014","30,475","37,409","52,472","61,779","","3.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","49,846","10.0%","25.6%","51.3%","13.2%","285,032","2.5%","6.0%","27.6%","18.4%","11.4%","19.4%","14.7%","91.5%","34.1%","54,154","92.8%","35.8%","53,465","93.8%","35.9%","122,383","92.8%","33.5%","55,030","85.0%","32.0%","","22.2%","10.9%","6.4%","3.0%","","46,876","24,338","35,358","44,768","65,047","71,137","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","49,158","8.0%","18.2%","55.4%","18.4%","310,269","2.3%","5.2%","28.0%","17.6%","12.7%","18.5%","15.6%","92.5%","34.2%","53,719","95.5%","45.7%","53,920","94.2%","38.9%","128,595","94.2%","34.6%","74,035","86.1%","21.5%","","27.5%","12.2%","9.2%","4.1%","","35,343","18,657","25,271","32,767","45,468","57,471","","(X)"
"Albertville, AL Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,090","20.0%","42.0%","34.0%","4.0%","61,823","10.0%","13.8%","31.8%","20.8%","7.5%","10.0%","6.2%","76.2%","16.1%","11,314","73.6%","15.0%","11,935","78.2%","14.9%","23,799","81.5%","17.6%","14,775","68.1%","15.7%","","32.5%","15.4%","9.3%","5.1%","","28,212","18,868","25,464","27,493","44,205","44,323","","6.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,127","20.0%","54.5%","21.4%","4.1%","29,242","9.1%","16.0%","33.3%","19.3%","6.9%","9.5%","6.0%","74.9%","15.5%","5,774","69.7%","8.7%","5,355","79.4%","7.5%","11,783","79.8%","17.9%","6,330","67.0%","23.9%","","25.6%","12.0%","5.9%","4.9%","","32,427","20,333","30,773","35,275","68,438","71,333","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,963","20.1%","25.7%","50.3%","3.9%","32,581","10.8%","11.8%","30.5%","22.1%","8.0%","10.4%","6.3%","77.3%","16.8%","5,540","77.6%","21.6%","6,580","77.3%","20.9%","12,016","83.2%","17.3%","8,445","68.9%","9.6%","","39.6%","18.8%","11.9%","5.3%","","22,106","16,022","20,446","22,372","38,159","38,774","","(X)"
"Albuquerque, NM Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","88,750","19.1%","27.5%","47.4%","6.0%","596,766","5.2%","6.8%","25.6%","23.8%","8.7%","16.7%","13.2%","88.0%","29.9%","126,120","88.1%","25.1%","112,853","90.6%","33.1%","237,969","89.2%","30.5%","119,824","83.1%","30.8%","","31.9%","17.0%","15.1%","5.3%","","33,459","19,243","27,032","31,046","43,625","59,764","","5.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","45,277","21.8%","30.4%","42.9%","4.9%","288,678","5.7%","7.3%","26.0%","23.0%","7.8%","16.7%","13.6%","87.1%","30.3%","63,895","85.7%","21.5%","56,399","89.9%","33.2%","115,115","88.0%","30.3%","53,269","83.6%","37.7%","","30.2%","15.1%","12.6%","5.1%","","37,058","21,388","31,542","35,062","50,907","70,789","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","43,473","16.3%","24.5%","52.0%","7.1%","308,088","4.8%","6.3%","25.3%","24.6%","9.4%","16.8%","12.8%","88.8%","29.6%","62,225","90.5%","28.8%","56,454","91.3%","33.1%","122,854","90.2%","30.7%","66,555","82.7%","25.3%","","33.7%","18.8%","17.1%","5.5%","","30,543","14,081","22,161","27,487","38,756","51,431","","(X)"
"Alexandria, LA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,849","24.2%","36.4%","36.3%","3.1%","100,940","6.0%","9.5%","37.2%","23.8%","4.5%","12.2%","6.8%","84.6%","19.0%","20,362","85.8%","20.4%","18,924","87.5%","16.0%","40,274","83.9%","17.9%","21,380","82.0%","22.3%","","33.1%","15.1%","16.5%","1.5%","","30,116","18,303","25,188","26,966","40,451","47,083","","4.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,068","23.2%","43.7%","31.4%","1.7%","48,464","7.7%","10.9%","38.8%","22.0%","2.4%","11.0%","7.2%","81.4%","18.2%","10,598","84.4%","16.0%","9,245","83.4%","14.4%","19,385","78.8%","16.5%","9,236","81.3%","28.2%","","27.5%","14.4%","12.0%","2.9%","","33,868","25,817","32,042","36,891","42,228","80,283","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,781","25.3%","28.7%","41.4%","4.6%","52,476","4.4%","8.1%","35.8%","25.6%","6.5%","13.3%","6.4%","87.5%","19.7%","9,764","87.2%","25.3%","9,679","91.4%","17.6%","20,889","88.6%","19.2%","12,144","82.6%","17.8%","","39.7%","15.8%","19.5%","0.3%","","24,221","12,147","20,229","22,190","37,088","41,130","","(X)"
"Allegan, MI Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
