"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Less than 9th grade","9th to 12th grade, no diploma","High school graduate (includes equivalency)","Some college, no degree","Associate's degree","Bachelor's degree","Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","High school graduate or higher","Bachelor's degree or higher","Population 35 to 44 years","High school graduate or higher","Bachelor's degree or higher","Population 45 to 64 years","High school graduate or higher","Bachelor's degree or higher","Population 65 years and over","High school graduate or higher","Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"        Estimate","6,064","5.7%","47.7%","42.6%","3.9%","42,026","2.0%","7.5%","48.4%","16.0%","6.8%","13.7%","5.7%","90.5%","19.4%","6,969","95.2%","31.1%","7,867","92.3%","14.8%","17,887","93.8%","17.9%","9,303","79.3%","17.4%","","19.3%","11.2%","4.2%","2.5%","","34,963","16,875","30,531","39,163","46,378","68,804","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,476","11.3%","23.6%","46.4%","18.7%","47,039","2.7%","6.1%","50.0%","15.5%","9.2%","11.1%","5.5%","91.3%","16.6%","7,603","91.7%","24.7%","7,518","97.1%","20.4%","18,691","96.6%","17.7%","13,227","80.2%","8.1%","","30.7%","13.9%","9.6%","1.0%","","23,596","11,737","20,490","23,874","32,570","50,223","","(X)"
"Amarillo, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","27,464","20.4%","29.8%","45.6%","4.2%","160,767","5.9%","9.1%","25.1%","26.7%","9.7%","15.8%","7.7%","85.0%","23.5%","35,803","86.4%","20.5%","32,370","87.7%","24.7%","62,126","86.5%","25.7%","30,468","77.6%","21.3%","","22.2%","14.2%","9.0%","4.3%","","32,393","20,419","26,273","32,427","48,997","60,383","","3.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,399","25.4%","33.7%","38.9%","2.1%","79,327","6.6%","9.3%","27.1%","26.8%","7.3%","14.7%","8.2%","84.1%","22.9%","18,302","83.7%","15.7%","17,056","85.4%","20.4%","30,775","86.0%","27.2%","13,194","78.4%","26.3%","","21.0%","11.7%","5.6%","3.1%","","40,853","24,015","31,052","44,777","63,488","81,341","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,065","15.8%","26.1%","51.9%","6.2%","81,440","5.2%","8.8%","23.1%","26.7%","12.1%","16.9%","7.2%","86.0%","24.0%","17,501","89.1%","25.5%","15,314","90.2%","29.5%","31,351","87.0%","24.2%","17,274","77.0%","17.4%","","23.3%","16.8%","11.8%","5.3%","","26,738","14,640","21,857","25,978","41,824","50,288","","(X)"
"Ames, IA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","27,298","1.1%","12.0%","73.2%","13.6%","46,689","1.8%","3.3%","17.9%","21.0%","9.8%","28.5%","17.7%","94.9%","46.3%","12,084","97.8%","57.2%","7,802","97.4%","48.7%","17,790","95.9%","45.8%","9,013","87.0%","30.3%","","24.3%","5.3%","9.6%","9.1%","","36,528","25,592","30,513","32,167","38,423","60,919","","1.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,670","1.3%","12.1%","75.4%","11.2%","23,249","2.5%","3.8%","14.9%","22.5%","9.4%","28.8%","18.1%","93.7%","47.0%","6,448","96.5%","52.8%","4,129","98.1%","49.3%","8,769","94.5%","45.3%","3,903","82.9%","38.5%","","27.8%","5.9%","10.6%","8.3%","","41,020","27,352","32,034","36,870","45,022","78,417","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,628","0.9%","12.0%","70.6%","16.5%","23,440","1.0%","2.9%","20.8%","19.6%","10.1%","28.2%","17.4%","96.1%","45.6%","5,636","99.3%","62.4%","3,673","96.7%","48.1%","9,021","97.2%","46.3%","5,110","90.2%","24.1%","","18.2%","4.9%","8.7%","9.8%","","32,092","2,500-","23,068","29,256","33,090","51,946","","(X)"
"Anchorage, AK Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","40,712","17.6%","34.5%","41.7%","6.2%","245,035","2.7%","5.0%","26.0%","30.2%","8.1%","17.3%","10.7%","92.3%","28.0%","59,213","94.2%","26.6%","51,998","92.9%","31.3%","102,764","93.6%","28.4%","31,060","83.6%","24.0%","","17.3%","8.8%","5.9%","2.0%","","42,457","24,050","36,091","41,031","53,512","73,484","","3.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","21,812","18.2%","39.5%","38.7%","3.7%","122,425","2.3%","5.6%","28.5%","29.7%","7.6%","15.4%","11.0%","92.1%","26.3%","30,909","93.2%","20.2%","25,493","91.7%","26.6%","51,584","93.0%","29.6%","14,439","87.3%","27.2%","","17.6%","7.3%","4.1%","1.7%","","51,725","29,675","42,310","50,095","71,861","92,652","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","18,900","17.0%","28.7%","45.1%","9.2%","122,610","3.1%","4.3%","23.5%","30.7%","8.6%","19.3%","10.4%","92.5%","29.7%","28,304","95.3%","33.7%","26,505","94.1%","35.7%","51,180","94.1%","27.2%","16,621","80.4%","21.2%","","17.0%","10.6%","7.6%","2.4%","","35,509","17,187","29,661","30,339","43,944","67,896","","(X)"
"Anderson, IN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,056","27.3%","43.2%","23.7%","5.8%","88,346","3.8%","8.4%","40.3%","20.3%","9.0%","12.7%","5.3%","87.7%","18.1%","15,408","87.9%","22.1%","16,808","89.4%","20.5%","35,583","90.7%","18.1%","20,547","81.0%","13.0%","","26.7%","12.3%","12.1%","5.5%","","29,593","14,957","25,127","29,532","37,143","56,994","","4.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,764","39.6%","39.8%","16.9%","3.8%","43,325","5.0%","9.3%","39.7%","21.8%","7.6%","11.3%","5.3%","85.7%","16.7%","8,065","84.7%","13.8%","9,049","86.0%","20.7%","17,314","89.5%","17.2%","8,897","78.8%","14.2%","","25.8%","9.5%","12.8%","2.3%","","33,811","16,006","31,050","32,093","46,943","62,286","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,292","14.1%","46.9%","31.0%","7.9%","45,021","2.8%","7.6%","41.0%","18.8%","10.4%","14.1%","5.4%","89.7%","19.4%","7,343","91.4%","31.3%","7,759","93.4%","20.2%","18,269","91.9%","19.0%","11,650","82.6%","12.1%","","27.8%","14.7%","11.5%","7.9%","","26,220","13,562","21,267","27,170","31,811","47,296","","(X)"
"Anderson, SC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","16,048","23.0%","29.5%","43.3%","4.2%","128,003","8.3%","12.3%","31.3%","19.6%","9.0%","12.7%","6.8%","79.4%","19.6%","21,533","83.6%","20.4%","24,435","80.3%","19.0%","52,742","81.6%","20.1%","29,293","71.7%","18.4%","","22.4%","11.2%","8.4%","3.2%","","31,234","23,594","26,917","30,781","41,282","60,581","","3.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,113","32.6%","25.6%","38.0%","3.7%","60,262","8.3%","13.2%","31.8%","18.4%","7.5%","12.6%","8.2%","78.5%","20.9%","10,558","79.2%","19.6%","11,759","81.6%","18.0%","25,223","77.8%","21.5%","12,722","76.7%","23.2%","","18.9%","8.9%","6.7%","0.5%","","37,453","25,466","35,829","36,308","55,570","76,220","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,935","13.2%","33.4%","48.8%","4.6%","67,741","8.2%","11.6%","30.8%","20.7%","10.3%","12.8%","5.6%","80.2%","18.4%","10,975","87.9%","21.2%","12,676","79.0%","19.9%","27,519","85.1%","18.9%","16,571","67.8%","14.8%","","25.9%","13.2%","9.7%","5.8%","","24,930","19,357","20,177","25,745","35,708","50,373","","(X)"
"Ann Arbor, MI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","64,007","6.5%","14.9%","62.0%","16.6%","213,902","2.0%","3.8%","16.0%","20.8%","6.5%","25.0%","25.9%","94.2%","50.9%","47,957","94.8%","55.3%","43,044","96.6%","53.7%","85,983","95.8%","51.1%","36,918","87.0%","41.3%","","30.0%","14.7%","13.4%","6.2%","","39,917","12,084","26,320","30,026","42,610","66,586","","5.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","32,352","6.5%","17.3%","64.1%","12.1%","103,311","2.1%","4.4%","15.8%","20.7%","5.0%","24.7%","27.2%","93.5%","51.9%","24,578","94.2%","52.6%","21,117","95.2%","53.7%","41,489","94.7%","52.2%","16,127","86.8%","47.9%","","31.5%","13.9%","11.3%","6.7%","","47,884","11,376","30,950","35,714","57,051","80,968","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","31,655","6.4%","12.5%","59.9%","21.2%","110,591","1.8%","3.2%","16.2%","20.8%","8.0%","25.3%","24.6%","95.0%","49.9%","23,379","95.4%","58.1%","21,927","98.0%","53.8%","44,494","96.9%","50.1%","20,791","87.2%","36.2%","","28.3%","15.5%","15.2%","5.6%","","32,160","16,167","22,063","25,319","35,061","57,195","","(X)"
"Anniston-Oxford, AL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,725","16.3%","24.9%","56.1%","2.7%","78,147","7.5%","16.7%","30.6%","24.2%","5.7%","9.9%","5.3%","75.8%","15.2%","14,167","74.6%","14.9%","14,429","78.5%","17.3%","32,126","83.6%","16.0%","17,425","60.0%","12.2%","","26.7%","15.5%","14.0%","1.5%","","28,881","12,792","28,801","30,604","40,004","41,958","","4.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,385","18.9%","25.2%","55.1%","0.8%","36,259","8.5%","16.0%","28.6%","26.0%","5.8%","9.3%","5.8%","75.5%","15.1%","6,747","68.3%","11.3%","6,882","76.1%","13.1%","15,585","82.9%","16.7%","7,045","65.5%","17.1%","","25.7%","11.7%","10.5%","2.0%","","33,852","16,633","35,819","38,425","48,854","40,251","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,340","13.7%","24.6%","57.0%","4.7%","41,888","6.7%","17.3%","32.4%","22.8%","5.6%","10.5%","4.8%","76.0%","15.2%","7,420","80.3%","18.1%","7,547","80.7%","21.1%","16,541","84.3%","15.3%","10,380","56.2%","8.9%","","27.5%","18.4%","17.5%","1.1%","","23,187","10,694","22,219","21,333","35,488","47,130","","(X)"
"Appleton, WI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","18,189","12.0%","32.1%","50.2%","5.8%","152,106","3.1%","3.9%","35.4%","19.1%","12.0%","17.3%","9.1%","93.0%","26.4%","30,290","93.6%","32.0%","30,610","94.0%","29.8%","63,819","95.8%","25.6%","27,387","84.7%","18.3%","","13.7%","6.4%","7.3%","1.5%","","36,326","22,606","29,943","35,582","47,988","62,099","","2.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,844","13.0%","35.8%","45.4%","5.8%","74,382","3.1%","4.2%","34.9%","18.7%","12.1%","16.8%","10.2%","92.8%","27.0%","15,227","92.2%","25.0%","15,432","92.5%","26.5%","31,906","95.5%","28.9%","11,817","86.8%","25.2%","","10.3%","3.7%","5.4%","1.1%","","46,594","25,570","40,299","47,402","61,540","75,268","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,345","10.8%","27.6%","55.9%","5.7%","77,724","3.1%","3.7%","35.9%","19.5%","12.0%","17.7%","8.1%","93.2%","25.8%","15,063","95.0%","39.1%","15,178","95.5%","33.1%","31,913","96.1%","22.4%","15,570","83.1%","13.0%","","17.0%","8.8%","9.0%","1.9%","","27,710","9,515","21,814","28,958","40,637","50,787","","(X)"
"Asheville, NC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","34,563","19.2%","25.6%","45.8%","9.5%","308,404","3.7%","8.5%","25.9%","22.7%","9.2%","18.5%","11.4%","87.8%","29.9%","51,200","87.0%","31.1%","55,514","86.5%","34.0%","121,867","91.1%","28.1%","79,823","84.0%","29.0%","","31.8%","12.8%","12.7%","6.5%","","28,482","17,770","25,104","27,348","33,578","46,544","","4.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,031","15.9%","29.9%","49.6%","4.6%","144,895","5.1%","8.9%","27.0%","21.6%","8.0%","18.4%","11.2%","86.1%","29.6%","25,328","84.7%","22.4%","27,476","83.3%","30.9%","57,985","88.7%","28.0%","34,106","84.9%","36.6%","","25.6%","13.3%","10.1%","7.3%","","31,470","17,718","29,562","31,316","43,089","60,068","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,532","22.3%","21.5%","42.0%","14.2%","163,509","2.6%","8.2%","25.0%","23.8%","10.3%","18.6%","11.6%","89.3%","30.2%","25,872","89.2%","39.7%","28,038","89.8%","37.0%","63,882","93.3%","28.2%","45,717","83.4%","23.4%","","39.1%","12.3%","14.8%","5.9%","","25,513","17,835","20,111","25,335","28,059","44,439","","(X)"
"Ashtabula, OH Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,793","28.6%","41.2%","28.7%","1.5%","70,133","4.2%","9.9%","46.4%","18.4%","7.3%","9.7%","4.1%","85.8%","13.8%","11,078","86.5%","12.3%","12,935","91.5%","14.7%","29,915","86.1%","12.5%","16,205","80.3%","16.5%","","33.3%","18.6%","16.4%","3.2%","","27,177","16,760","23,736","30,200","37,476","57,841","","3.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,226","30.2%","51.2%","18.6%","0.0%","34,675","4.1%","11.6%","47.5%","16.3%","7.0%","9.0%","4.4%","84.3%","13.5%","5,664","80.2%","9.8%","6,614","90.4%","10.2%","15,054","85.2%","12.8%","7,343","79.9%","20.5%","","32.1%","15.5%","7.7%","4.3%","","32,050","16,678","31,038","43,887","58,566","51,790","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,567","26.8%","29.3%","40.6%","3.3%","35,458","4.4%","8.2%","45.2%","20.6%","7.5%","10.4%","3.7%","87.4%","14.1%","5,414","93.1%","14.9%","6,321","92.7%","19.3%","14,861","87.1%","12.1%","8,862","80.7%","13.1%","","34.6%","21.7%","23.2%","2.1%","","21,785","16,851","20,060","22,413","31,942","58,512","","(X)"
"Athens, TX Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,719","12.9%","40.8%","40.3%","6.0%","54,377","8.5%","11.8%","34.5%","24.0%","6.5%","10.5%","4.2%","79.6%","14.6%","7,361","86.9%","16.1%","8,974","76.5%","12.5%","22,530","79.8%","15.2%","15,512","77.7%","14.4%","","19.4%","12.6%","10.2%","4.5%","","29,074","19,989","25,281","28,875","48,638","52,365","","4.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,456","19.9%","39.9%","36.7%","3.5%","25,935","7.5%","12.2%","35.1%","20.4%","6.1%","14.0%","4.7%","80.3%","18.7%","3,497","87.5%","23.9%","4,409","73.2%","15.9%","11,201","84.2%","17.0%","6,828","74.8%","20.8%","","16.1%","11.1%","6.4%","3.7%","","32,104","22,519","29,244","32,932","50,606","60,731","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,263","5.5%","41.7%","44.1%","8.6%","28,442","9.4%","11.5%","34.0%","27.4%","6.8%","7.2%","3.7%","79.0%","10.9%","3,864","86.4%","9.1%","4,565","79.6%","9.2%","11,329","75.6%","13.3%","8,684","79.9%","9.4%","","22.2%","14.1%","13.0%","5.7%","","25,152","18,760","17,576","25,294","47,188","51,862","","(X)"
"Athens-Clarke County, GA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
