"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Less than 9th grade","9th to 12th grade, no diploma","High school graduate (includes equivalency)","Some college, no degree","Associate's degree","Bachelor's degree","Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","High school graduate or higher","Bachelor's degree or higher","Population 35 to 44 years","High school graduate or higher","Bachelor's degree or higher","Population 45 to 64 years","High school graduate or higher","Bachelor's degree or higher","Population 65 years and over","High school graduate or higher","Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"        Estimate","13,602","24.7%","33.7%","37.7%","3.9%","78,149","7.6%","9.2%","26.4%","27.2%","5.8%","15.7%","8.0%","83.2%","23.8%","17,543","81.1%","22.8%","16,163","79.0%","19.5%","31,787","86.4%","25.5%","12,656","83.5%","26.5%","","20.8%","12.1%","6.4%","2.8%","","35,169","22,256","28,667","35,641","50,121","71,289","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,854","18.8%","26.2%","49.4%","5.6%","81,079","5.5%","10.8%","23.9%","26.0%","8.3%","18.4%","7.0%","83.7%","25.5%","17,299","86.0%","36.9%","16,489","79.6%","20.7%","30,562","86.2%","25.3%","16,729","80.7%","18.8%","","34.4%","16.6%","10.1%","1.6%","","27,804","16,119","19,666","28,418","41,179","45,518","","(X)"
"Ames, IA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","25,282","2.4%","10.5%","73.8%","13.3%","48,256","1.3%","2.9%","19.6%","19.6%","8.3%","27.6%","20.8%","95.8%","48.4%","13,599","97.7%","54.0%","7,875","95.8%","62.6%","17,820","96.7%","44.1%","8,962","91.3%","36.1%","","9.5%","9.9%","6.6%","5.6%","","37,082","15,707","29,482","32,281","40,725","51,537","","1.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,639","2.5%","12.8%","72.8%","12.0%","24,124","1.8%","2.9%","20.4%","20.5%","6.2%","26.6%","21.5%","95.3%","48.2%","7,227","98.9%","49.6%","4,092","95.3%","61.6%","8,897","95.9%","43.2%","3,908","87.3%","42.6%","","3.4%","10.7%","5.0%","2.2%","","41,376","16,741","35,271","34,796","44,953","56,676","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,643","2.2%","7.8%","75.0%","15.0%","24,132","0.8%","2.8%","18.7%","18.6%","10.4%","28.6%","20.1%","96.4%","48.7%","6,372","96.4%","58.9%","3,783","96.3%","63.7%","8,923","97.6%","45.0%","5,054","94.4%","31.0%","","17.6%","9.0%","8.0%","9.1%","","31,074","14,761","25,918","28,976","31,111","50,407","","(X)"
"Anchorage, AK Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","41,086","15.0%","37.6%","43.2%","4.3%","239,815","1.9%","5.8%","23.1%","29.3%","9.0%","20.6%","10.3%","92.3%","30.8%","56,371","93.3%","27.0%","51,578","91.9%","32.7%","104,229","93.5%","33.1%","27,637","86.7%","26.5%","","17.8%","9.5%","5.2%","3.0%","","44,920","22,095","31,692","41,942","58,041","72,443","","4.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","21,257","17.4%","38.8%","41.1%","2.7%","121,450","1.7%","6.2%","24.7%","28.9%","8.5%","19.1%","10.9%","92.1%","30.1%","29,520","91.0%","23.3%","26,717","90.4%","32.1%","52,805","93.9%","32.3%","12,408","90.6%","31.9%","","16.7%","8.3%","4.3%","2.0%","","53,401","23,964","42,200","51,564","70,323","80,490","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","19,829","12.4%","36.2%","45.4%","6.0%","118,365","2.1%","5.4%","21.6%","29.8%","9.6%","22.0%","9.6%","92.5%","31.6%","26,851","95.9%","31.0%","24,861","93.5%","33.4%","51,424","93.0%","33.8%","15,229","83.5%","22.1%","","18.9%","10.8%","6.1%","4.1%","","36,516","21,042","25,221","36,887","46,209","61,749","","(X)"
"Anderson, IN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,026","23.3%","36.5%","30.9%","9.3%","89,326","3.4%","9.1%","41.5%","20.9%","8.0%","12.1%","5.0%","87.5%","17.1%","15,754","90.2%","20.3%","17,889","92.9%","21.6%","35,290","89.5%","15.4%","20,393","77.3%","13.6%","","29.3%","16.3%","10.2%","3.4%","","30,163","15,914","25,285","30,748","41,643","52,212","","5.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,153","22.5%","40.3%","24.8%","12.4%","43,878","3.4%","7.5%","42.8%","20.9%","8.2%","12.0%","5.1%","89.0%","17.1%","8,559","92.1%","19.9%","9,106","91.6%","16.0%","17,643","90.3%","15.5%","8,570","80.5%","18.8%","","29.9%","15.3%","7.5%","4.5%","","33,147","21,027","29,309","37,377","43,007","80,705","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,873","24.2%","32.5%","37.2%","6.0%","45,448","3.4%","10.5%","40.2%","20.9%","7.8%","12.2%","5.0%","86.1%","17.1%","7,195","88.0%","20.9%","8,783","94.1%","27.3%","17,647","88.6%","15.4%","11,823","75.0%","9.8%","","28.9%","17.2%","12.7%","2.3%","","26,221","13,260","22,009","26,130","40,203","41,976","","(X)"
"Anderson, SC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,972","23.3%","27.9%","44.3%","4.4%","126,527","6.9%","12.8%","31.8%","21.0%","9.7%","10.6%","7.0%","80.2%","17.7%","21,230","85.9%","21.6%","25,079","83.4%","14.4%","52,000","82.5%","19.2%","28,218","68.9%","14.8%","","27.5%","17.2%","12.1%","3.3%","","29,229","18,154","25,434","29,306","46,064","50,642","","5.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,836","30.3%","24.3%","40.4%","5.0%","59,697","7.2%","11.9%","34.0%","21.3%","7.1%","11.7%","6.8%","80.9%","18.5%","10,016","84.3%","17.8%","12,843","80.6%","12.5%","24,658","83.1%","20.1%","12,180","74.2%","22.0%","","22.3%","19.0%","10.1%","3.1%","","36,095","21,844","30,182","40,021","56,119","58,883","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,136","16.5%","31.5%","48.1%","3.9%","66,830","6.7%","13.7%","29.9%","20.8%","12.0%","9.7%","7.3%","79.6%","16.9%","11,214","87.4%","25.0%","12,236","86.3%","16.3%","27,342","82.0%","18.4%","16,038","65.0%","9.3%","","31.8%","15.5%","13.7%","3.5%","","24,081","13,891","21,742","24,756","32,302","48,109","","(X)"
"Ann Arbor, MI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","57,996","3.4%","12.1%","69.3%","15.2%","215,366","1.9%","4.3%","16.6%","20.2%","6.7%","25.4%","25.0%","93.9%","50.4%","49,714","96.3%","55.9%","43,772","94.9%","53.5%","86,477","95.7%","49.7%","35,403","84.7%","40.4%","","12.6%","15.1%","9.9%","5.7%","","37,913","19,525","25,246","30,608","40,505","65,287","","4.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","29,782","4.4%","13.9%","66.3%","15.5%","103,668","2.2%","4.6%","16.6%","20.5%","6.8%","23.0%","26.2%","93.2%","49.2%","24,899","94.0%","47.2%","21,629","95.0%","50.0%","41,783","94.5%","50.2%","15,357","85.7%","48.8%","","13.3%","15.2%","8.6%","5.2%","","46,767","21,532","27,117","33,427","53,210","77,135","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","28,214","2.4%","10.2%","72.6%","14.9%","111,698","1.5%","3.9%","16.5%","19.9%","6.7%","27.6%","23.9%","94.5%","51.5%","24,815","98.5%","64.6%","22,143","94.8%","57.0%","44,694","96.8%","49.2%","20,046","84.0%","34.0%","","11.8%","15.0%","11.1%","6.0%","","31,965","17,091","23,191","26,172","32,338","52,207","","(X)"
"Anniston-Oxford, AL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,039","20.1%","37.8%","38.3%","3.8%","78,510","10.7%","11.0%","34.3%","21.1%","8.2%","9.7%","5.0%","78.3%","14.7%","14,368","79.8%","17.0%","15,170","77.7%","12.6%","31,842","82.1%","14.7%","17,130","70.6%","15.0%","","31.9%","21.2%","13.2%","2.2%","","29,015","16,728","26,313","31,010","37,381","52,458","","5.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,673","21.8%","30.4%","45.5%","2.3%","36,532","10.5%","10.1%","36.6%","21.9%","5.5%","9.9%","5.5%","79.4%","15.3%","6,650","80.7%","16.9%","7,440","80.2%","6.3%","15,391","81.9%","16.6%","7,051","71.7%","20.6%","","22.1%","19.5%","4.3%","2.9%","","37,954","24,702","32,453","45,600","49,657","56,661","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,366","18.3%","45.6%","30.8%","5.3%","41,978","10.8%","11.8%","32.2%","20.5%","10.5%","9.7%","4.6%","77.4%","14.2%","7,718","79.1%","17.0%","7,730","75.2%","18.6%","16,451","82.2%","12.8%","10,079","69.9%","11.0%","","39.6%","22.8%","20.0%","1.5%","","22,139","10,906","20,572","25,859","32,372","50,110","","(X)"
"Appleton, WI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","18,406","12.7%","41.5%","37.6%","8.3%","149,489","2.4%","4.7%","33.9%","20.0%","12.8%","18.9%","7.2%","92.9%","26.1%","30,049","95.1%","27.4%","30,913","95.8%","35.8%","61,972","94.2%","25.0%","26,555","83.7%","16.1%","","20.9%","7.1%","6.4%","2.0%","","38,469","21,174","33,559","36,354","46,135","60,424","","2.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,747","17.8%","45.1%","33.1%","4.0%","73,298","2.1%","5.0%","32.8%","20.8%","13.4%","18.5%","7.4%","92.9%","25.9%","15,545","95.1%","22.5%","15,438","95.8%","36.5%","30,795","95.0%","24.4%","11,520","80.7%","20.5%","","15.4%","5.6%","4.9%","2.7%","","45,986","26,094","41,792","46,120","52,831","63,385","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,659","6.9%","37.3%","42.6%","13.2%","76,191","2.8%","4.4%","35.0%","19.1%","12.3%","19.4%","7.0%","92.8%","26.4%","14,504","95.2%","32.6%","15,475","95.9%","35.2%","31,177","93.4%","25.7%","15,035","86.0%","12.7%","","26.0%","8.5%","8.0%","1.3%","","29,408","11,307","21,670","27,403","40,234","56,797","","(X)"
"Asheville, NC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","33,675","24.9%","27.5%","43.2%","4.5%","304,454","3.4%","7.2%","27.7%","22.4%","10.0%","19.8%","9.6%","89.4%","29.4%","49,815","91.2%","31.7%","54,032","91.1%","29.5%","122,508","92.0%","29.9%","78,099","83.1%","27.1%","","32.6%","15.9%","10.9%","5.3%","","27,527","15,649","21,314","27,241","34,135","45,214","","5.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","16,470","26.6%","29.8%","41.5%","2.1%","142,915","4.0%","8.3%","28.6%","23.4%","8.6%","17.2%","9.8%","87.6%","27.1%","25,563","87.9%","23.4%","26,178","90.4%","23.0%","58,209","89.8%","27.7%","32,965","81.4%","32.0%","","30.6%","17.1%","11.5%","5.4%","","31,009","20,722","25,481","32,160","43,422","68,440","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,205","23.2%","25.3%","44.7%","6.7%","161,539","2.9%","6.1%","26.8%","21.5%","11.3%","22.1%","9.3%","91.0%","31.4%","24,252","94.7%","40.4%","27,854","91.7%","35.6%","64,299","94.0%","31.8%","45,134","84.3%","23.5%","","35.0%","14.8%","10.3%","5.2%","","24,625","7,326","20,087","23,638","31,310","39,082","","(X)"
"Ashtabula, OH Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,088","15.6%","43.1%","37.7%","3.6%","69,410","4.8%","9.9%","45.6%","19.5%","7.7%","8.0%","4.6%","85.3%","12.5%","11,129","84.6%","20.3%","13,061","94.5%","10.4%","29,588","87.2%","12.2%","15,632","74.4%","9.5%","","21.3%","10.7%","13.7%","6.3%","","25,366","23,627","24,946","24,161","30,000","49,139","","2.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,255","18.7%","42.8%","31.5%","6.9%","34,111","6.2%","11.3%","46.2%","18.9%","5.3%","8.2%","3.9%","82.5%","12.0%","5,606","77.4%","16.2%","6,612","93.5%","4.9%","15,000","85.1%","14.1%","6,893","70.4%","11.1%","","21.1%","3.6%","15.3%","0.0%","","32,071","25,431","33,158","31,404","31,985","55,500","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,833","12.1%","43.3%","44.6%","0.0%","35,299","3.4%","8.6%","44.9%","20.0%","10.0%","7.8%","5.3%","88.0%","13.0%","5,523","91.9%","24.5%","6,449","95.4%","16.1%","14,588","89.4%","10.2%","8,739","77.6%","8.3%","","21.5%","17.6%","12.4%","12.0%","","20,017","13,438","18,007","21,702","22,008","48,389","","(X)"
"Athens, TX Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,073","25.3%","34.2%","40.4%","0.0%","54,843","7.0%","10.2%","36.5%","23.8%","8.8%","9.4%","4.3%","82.8%","13.7%","7,795","84.1%","11.5%","8,770","83.4%","15.8%","23,435","82.4%","11.1%","14,843","82.6%","17.9%","","35.0%","12.3%","9.7%","2.3%","","24,419","18,200","20,460","28,849","40,934","51,156","","4.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,055","27.0%","45.5%","27.5%","0.0%","26,254","7.7%","9.3%","39.2%","22.9%","7.0%","9.5%","4.3%","82.9%","13.8%","4,200","89.1%","4.8%","4,125","81.7%","13.9%","11,054","79.3%","11.2%","6,875","85.7%","23.4%","","29.8%","9.9%","6.7%","2.1%","","27,740","24,003","21,438","33,806","40,248","110,027","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,018","23.6%","22.9%","53.5%","0.0%","28,589","6.3%","11.0%","34.1%","24.7%","10.4%","9.2%","4.4%","82.8%","13.6%","3,595","78.2%","19.2%","4,645","84.9%","17.4%","12,381","85.1%","11.0%","7,968","80.0%","13.1%","","39.9%","14.8%","12.1%","2.5%","","21,109","10,563","18,508","21,810","41,341","40,869","","(X)"
"Athens-Clarke County, GA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","42,688","8.6%","26.3%","55.7%","9.4%","109,213","5.4%","12.3%","26.4%","15.8%","5.1%","17.8%","17.2%","82.3%","35.0%","25,110","83.0%","41.1%","23,814","80.2%","32.9%","40,468","85.2%","34.7%","19,821","78.2%","30.4%","","32.6%","18.5%","17.1%","8.0%","","31,089","20,544","23,745","31,811","38,176","50,143","","3.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","19,908","8.4%","27.7%","57.3%","6.7%","52,666","4.5%","15.8%","26.2%","14.9%","3.6%","18.3%","16.7%","79.7%","35.0%","12,893","78.1%","35.9%","12,913","70.1%","30.1%","18,602","86.1%","34.1%","8,258","82.6%","43.2%","","32.5%","19.5%","14.9%","5.7%","","35,253","20,003","26,897","36,240","46,886","70,239","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","22,780","8.8%","25.0%","54.4%","11.8%","56,547","6.1%","9.1%","26.6%","16.6%","6.5%","17.3%","17.8%","84.8%","35.1%","12,217","88.1%","46.7%","10,901","92.1%","36.2%","21,866","84.4%","35.3%","11,563","75.0%","21.3%","","32.6%","17.5%","18.6%","10.2%","","27,377","21,066","18,375","28,042","33,290","42,079","","(X)"
"Atlanta-Sandy Springs-Marietta, GA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
