"id","state_abbr","year","offense_code","offense_name","agencies","population","total_male","total_female","m_18","m_19","m_20","m_21","m_22","m_23","m_24","m_25_29","m_30_34","m_35_39","m_40_44","m_45_49","m_50_54","m_55_59","m_60_64","m_65p","f_18","f_19","f_20","f_21","f_22","f_23","f_24","f_25_29","f_30_34","f_35_39","f_40_44","f_45_49","f_50_54","f_55_59","f_60_64","f_65p","race_agencies","race_population","white","black","asian_pacific_islander","american_indian"
625,,2002,"ASR_EMB","Embezzlement",10936,220019017,6614,6729,466,491,388,386,320,261,236,988,872,774,667,330,218,132,58,27,454,497,434,378,323,301,266,1059,951,819,599,338,186,79,32,13,10687,219595763,8979,4054,202,71
626,,2002,"ASR_FAM","Offenses Against the Family and Children",10936,220019017,72658,22570,1495,1691,1841,2233,2394,2249,2462,12069,12687,13016,10339,5667,2547,1071,463,434,569,661,748,907,909,975,876,4044,4318,3879,2624,1157,502,216,105,80,10687,219595763,64106,28261,1433,1134
627,,2002,"ASR_FOR","Forgery and Counterfeiting",10936,220019017,50691,33920,2286,2785,2935,2586,2544,2342,2047,8759,7745,6794,4934,2787,1302,487,201,157,1311,1624,1759,1721,1617,1591,1493,6385,5759,4703,3314,1615,689,208,83,48,10687,219595763,57306,25421,1233,427
628,,2002,"ASR_FRD","Fraud",10936,220019017,136135,115224,3567,5116,5740,5714,5810,5336,4944,22352,22129,19592,16014,9694,5094,2660,1220,1153,2490,3928,4622,4636,4950,4666,4642,21167,20422,17099,12251,7221,3613,1819,843,855,10687,219595763,169193,78220,1674,1336
629,,2002,"ASR_GAM","Gambling",10936,220019017,6136,793,454,470,456,383,351,347,276,886,534,441,421,330,289,192,146,160,20,36,25,19,23,17,23,73,91,98,98,85,72,40,35,38,10687,219595763,2096,4392,401,41
630,,2002,"ASR_HOM","Murder and Nonnegligent Homicide",10936,220019017,8710,1054,550,680,693,642,575,538,461,1557,929,694,509,402,207,138,62,73,43,46,59,61,56,50,39,162,129,144,118,68,33,18,8,20,10687,219595763,4587,4974,110,86
631,,2002,"ASR_LIQ","Liquor Laws",10936,220019017,294268,82672,58198,63636,53624,11797,8250,6010,5008,16495,13485,15006,15802,12268,7363,3955,1824,1547,20792,20957,16240,2370,1543,1160,973,3473,3382,3820,3627,2249,1186,473,211,216,10687,219595763,320953,41296,3586,9787
632,,2002,"ASR_LRC","Larceny",10936,220019017,405431,226794,34986,29964,23513,19881,17445,14663,12765,50282,50901,51345,44667,28214,14608,6329,2911,2957,18917,15752,13174,11276,9919,8904,7755,31529,30051,28200,22771,13817,7081,3653,1888,2107,10687,219595763,419100,195795,8801,7179
633,,2002,"ASR_MAN","Manslaughter by Negligence",10936,220019017,1012,199,59,69,63,54,63,59,44,129,136,103,102,48,21,20,14,28,7,14,13,9,10,5,4,29,32,26,21,10,3,7,3,6,10687,219595763,966,209,23,11
634,,2002,"ASR_MVT","Motor Vehicle Theft",10936,220019017,66413,12820,7149,6212,5058,4344,3791,3147,2777,10003,8324,7027,4664,2363,984,365,131,74,1050,955,839,751,676,610,548,2174,2063,1608,925,405,137,55,11,13,10687,219595763,47484,29298,1625,729
635,,2002,"ASR_OTH","All Other Offenses",10936,220019017,1967643,529781,87299,103887,106121,106501,99842,88746,80367,307038,262006,247304,213386,134404,69617,32418,14555,14152,20221,23755,24887,24932,24044,22288,20674,84234,82615,81057,61644,32444,14467,6252,2795,3472,10687,219595763,1630187,793142,33324,35149
636,,2002,"ASR_PRS","Prostitution and Commercialized Vice",10936,220019017,21384,40547,318,474,560,634,750,674,693,3331,3452,3290,2817,1847,1126,660,353,405,1277,1394,1328,1339,1288,1318,1262,5620,7957,8232,5937,2663,725,142,45,20,10687,219595763,35560,24537,1358,375
637,,2002,"ASR_ROB","Robbery",10936,220019017,57500,6831,6306,5631,4597,4111,3378,2839,2396,8236,6868,5820,4141,1917,764,294,111,91,510,485,429,430,358,331,258,1039,1049,888,629,289,92,26,11,7,10687,219595763,28935,34407,569,372
638,,2002,"ASR_RPE","Rape",10936,220019017,17748,179,1090,1096,944,951,774,764,668,2611,2554,2286,1721,1040,546,317,172,214,12,10,13,12,5,7,6,25,20,32,19,11,3,1,,3,10687,219595763,11253,6190,251,204
639,,2002,"ASR_SEX","Sex Offenses",10936,220019017,52114,4545,2449,2392,2239,2151,1858,1750,1561,6326,6738,7028,6047,4326,2766,1872,1178,1433,251,266,220,245,200,172,159,689,673,667,553,264,121,33,17,15,10687,219595763,42265,12904,851,585
640,,2002,"ASR_STP","Stolen Property",10936,220019017,62709,14141,5579,5340,4578,4015,3485,2870,2517,9293,7925,6734,5347,2920,1258,476,206,166,928,946,907,786,712,638,651,2359,2151,1874,1233,583,232,88,28,25,10687,219595763,45352,30162,771,491
641,,2002,"ASR_SUS","Suspicion",10936,220019017,5284,1234,258,266,226,243,200,203,226,749,740,743,639,463,206,65,31,26,60,60,53,48,62,47,47,186,207,182,143,82,33,19,2,3,10687,219595763,3324,2807,264,101
642,,2002,"ASR_VAG","Vagrancy",10936,220019017,16138,3409,679,566,492,480,464,435,383,1631,1710,2223,2714,2043,1215,638,277,188,118,102,112,122,104,97,73,389,534,584,565,315,187,77,16,14,10687,219595763,11710,7261,136,431
643,,2002,"ASR_VAN","Vandalism",10936,220019017,106217,24290,12016,9822,7730,7545,6292,5110,4245,14804,11830,10142,8045,4472,2158,1018,454,534,1820,1691,1394,1422,1259,1135,1002,3909,3285,3197,2166,1134,495,202,82,97,10687,219595763,94348,32701,1332,1870
644,,2002,"ASR_WEAP","Weapons",10936,220019017,90870,7134,7474,7143,6487,6239,5600,4869,4111,14540,10011,8037,6486,4455,2602,1440,660,716,421,430,384,377,350,315,292,1104,936,920,752,423,218,99,53,60,10687,219595763,58292,37853,1050,686
589,,2001,"ASR_ARSON","Arson",10291,215369937,5023,1250,494,362,262,282,263,190,157,623,579,549,547,350,184,95,45,41,81,61,61,45,31,36,34,132,198,201,178,92,63,22,7,8,9966,214977919,4392,1759,60,55
590,,2001,"ASR_AST","Aggravated Assault",10291,215369937,256718,63499,11218,11696,11539,12563,11353,10978,9791,41800,37463,34989,28203,16816,9100,4361,2281,2567,2567,2673,2798,2811,2682,2461,2441,10278,10290,10280,7341,3802,1706,709,320,340,9966,214977919,199030,113083,4325,3326
591,,2001,"ASR_AST_SMP","Simple Assault",10291,215369937,643478,175963,24470,25426,26049,28585,27139,25798,24409,105212,98981,95752,75604,43661,22057,10034,4974,5327,8507,8456,8357,8360,7836,7219,6815,28054,27811,27337,19009,9946,4388,2003,935,930,9966,214977919,532361,265218,9513,10985
592,,2001,"ASR_BRG","Burglary",10291,215369937,129326,20968,14344,11909,9519,7882,6183,5297,4594,17490,16394,15537,11296,5354,2191,798,292,246,1598,1438,1264,1098,962,874,787,3241,3151,2908,2068,973,364,128,65,49,9966,214977919,100394,46824,1606,1313
593,,2001,"ASR_DIS","Disorderly Conduct",10291,215369937,300093,81186,19936,18753,17890,20324,17025,14289,12793,42973,34563,33666,29485,18640,10133,4763,2466,2394,5028,4771,4519,4593,3957,3511,3189,11583,11461,11694,8529,4524,2128,817,412,470,9966,214977919,240504,132155,2502,5274
594,,2001,"ASR_DRG","Drug Abuse Violations",10291,215369937,912611,195847,71420,70152,64783,57591,49257,42570,37885,136516,110824,103565,83740,48130,22880,8148,3104,2046,10454,10580,9799,8925,7684,6962,6235,26840,30992,33532,25678,12111,4131,1287,397,240,9966,214977919,674413,419779,7694,5343
595,,2001,"ASR_DRK","Drunkenness",10291,215369937,373621,58152,11255,12694,12873,17232,15021,13124,11978,47709,45954,53382,53039,37082,21724,10846,5449,4259,1685,1730,1673,2004,1782,1619,1379,6605,8365,11230,10232,5760,2476,936,373,303,9966,214977919,359361,59712,2090,9764
596,,2001,"ASR_DUI","Drive Under the Influence",10291,215369937,796848,159516,19383,25958,29531,38169,36228,33951,31260,127392,109234,105133,93116,64220,40764,21075,10955,10479,3535,4704,5195,7368,6459,5885,5188,21138,22537,26878,23784,14076,7025,3091,1406,1247,9966,214977919,835523,96155,9095,13040
597,,2001,"ASR_EMB","Embezzlement",10291,215369937,7057,7049,533,552,441,404,328,287,254,1117,1014,850,596,317,200,116,23,25,498,545,519,498,365,302,298,1114,963,751,603,298,179,67,30,19,9966,214977919,9068,4710,224,71
598,,2001,"ASR_FAM","Offenses Against the Family and Children",10291,215369937,73841,20724,1481,1593,1920,2262,2186,2101,2363,12269,13481,13359,10671,5692,2550,1049,453,411,518,605,713,811,787,767,811,3830,3978,3816,2357,1018,394,163,60,96,9966,214977919,62026,29509,1519,1101
599,,2001,"ASR_FOR","Forgery and Counterfeiting",10291,215369937,53568,32530,2508,3112,2981,2839,2675,2357,2022,9465,8403,7160,4940,2985,1247,516,198,160,1392,1708,1813,1687,1648,1421,1352,5868,5760,4545,3058,1387,594,173,74,50,9966,214977919,55465,28194,1785,459
600,,2001,"ASR_FRD","Fraud",10291,215369937,141005,112180,4656,5944,6513,6392,6219,5587,5405,23191,22322,19848,15700,9489,5128,2415,1108,1088,2614,3949,4802,5007,4789,4690,4705,21188,19555,16533,11362,6745,3465,1457,620,699,9966,214977919,166873,81733,2174,1366
601,,2001,"ASR_GAM","Gambling",10291,215369937,10945,1483,598,596,612,606,538,537,457,1363,1121,957,916,692,790,425,339,398,24,38,38,35,32,43,24,126,174,197,259,182,120,77,65,49,9966,214977919,5246,6750,416,10
602,,2001,"ASR_HOM","Murder and Nonnegligent Homicide",10291,215369937,8983,1234,629,695,697,653,588,551,434,1588,991,726,570,374,223,119,58,87,53,51,49,61,56,60,65,217,170,159,129,60,49,30,12,13,9966,214977919,4730,5272,110,98
603,,2001,"ASR_LIQ","Liquor Laws",10291,215369937,412323,88087,55933,61093,52746,17256,13365,12357,11272,33476,30767,33615,32270,24229,15812,9204,4973,3955,18056,17796,13984,3049,2143,1740,1593,4990,5625,6516,5532,3424,1926,879,487,347,9966,214977919,366074,120399,2996,9347
604,,2001,"ASR_LRC","Larceny",10291,215369937,402601,219907,35350,29358,23567,19703,16265,13683,11954,49838,52966,53539,44283,27060,13565,5727,2753,2990,18641,15341,12763,10757,9488,8156,7428,31309,29830,28171,21727,12701,6760,3260,1645,1930,9966,214977919,398125,207632,8638,6996
605,,2001,"ASR_MAN","Manslaughter by Negligence",10291,215369937,911,199,45,51,63,45,55,49,40,166,96,102,63,51,49,14,10,12,8,17,13,7,7,6,3,19,28,28,25,19,8,2,2,7,9966,214977919,864,223,18,4
606,,2001,"ASR_MVT","Motor Vehicle Theft",10291,215369937,63153,11824,7384,6349,4890,4302,3442,2917,2458,9363,8041,6345,4250,1993,882,319,115,103,1022,880,797,716,586,510,484,2007,1912,1460,888,364,136,34,12,16,9966,214977919,42742,30150,1425,565
607,,2001,"ASR_OTH","All Other Offenses",10291,215369937,2136846,515188,95560,109399,112307,113760,102883,93398,87158,327108,292310,278904,231711,143275,77735,36920,17686,16732,19489,22874,24213,24508,22412,20702,19925,82737,82585,80841,58240,30358,14208,5961,2703,3432,9966,214977919,1658364,924945,31543,31800
608,,2001,"ASR_PRS","Prostitution and Commercialized Vice",10291,215369937,23399,44659,373,490,634,730,741,769,715,3742,3909,3614,2951,1915,1236,689,439,452,1230,1646,1547,1617,1568,1418,1288,6703,8942,9213,6016,2525,737,153,32,24,9966,214977919,38450,27456,1740,348
609,,2001,"ASR_ROB","Robbery",10291,215369937,64115,7346,7187,6573,5278,4602,3669,3039,2574,9383,7754,6668,4120,2034,793,264,82,95,556,544,463,464,384,316,308,1154,1130,1018,614,270,79,27,9,10,9966,214977919,31405,38853,779,375
610,,2001,"ASR_RPE","Rape",10291,215369937,17421,197,1004,992,940,871,793,731,650,2666,2521,2398,1770,943,527,283,165,167,12,7,6,9,5,6,10,39,36,24,27,7,6,2,,1,9966,214977919,10661,6451,270,198
611,,2001,"ASR_SEX","Sex Offenses",10291,215369937,52709,4317,2252,2224,2104,2020,1808,1587,1489,6505,7238,7526,6371,4400,2914,1750,1162,1359,179,199,217,187,174,175,154,681,687,774,480,280,81,27,12,10,9966,214977919,41176,14241,918,621
612,,2001,"ASR_STP","Stolen Property",10291,215369937,61872,13623,6059,5336,4735,3983,3199,2826,2407,8819,7839,6822,5032,2722,1224,488,216,165,893,874,811,813,658,597,545,2316,2126,1900,1175,565,234,73,19,24,9966,214977919,42370,31733,796,494
613,,2001,"ASR_SUS","Suspicion",10291,215369937,1479,342,87,97,91,81,59,55,51,252,207,191,135,78,42,28,13,12,21,18,19,20,12,13,19,53,53,41,40,16,11,5,1,,9966,214977919,1074,696,20,9
614,,2001,"ASR_VAG","Vagrancy",10291,215369937,17877,6289,1038,908,759,728,577,462,459,1605,1857,2449,2703,1950,1226,577,302,277,295,353,261,321,233,189,134,819,1065,1127,824,392,166,66,26,18,9966,214977919,13683,9875,111,485
615,,2001,"ASR_VAN","Vandalism",10291,215369937,104148,23022,11638,9530,7531,7097,5780,4877,4099,14724,12048,10741,7826,4276,2130,880,461,510,1622,1484,1368,1338,1144,1068,957,3614,3388,3030,2138,1066,433,191,85,96,9966,214977919,88842,35028,1383,1724
616,,2001,"ASR_WEAP","Weapons",10291,215369937,94151,7920,8224,7737,6882,6687,5680,4831,4207,14600,10220,8375,6855,4286,2706,1419,700,742,492,461,409,371,388,320,283,1243,1105,1075,863,470,245,98,47,50,9966,214977919,57783,42462,1068,643
561,,2000,"ASR_ARSON","Arson",9903,204743363,4777,1107,482,416,305,270,199,176,142,610,531,555,434,292,176,95,47,47,51,54,36,38,35,36,38,137,159,183,166,82,53,18,13,8,9642,204368087,4076,1680,51,57
562,,2000,"ASR_AST","Aggravated Assault",9903,204743363,249796,61950,11326,11808,11640,11685,10897,9979,9071,40799,36929,35359,26747,15806,8561,4302,2206,2681,2574,2654,2712,2723,2501,2372,2305,10281,10248,10156,6977,3504,1601,686,330,326,9642,204368087,191845,111115,4296,3601
563,,2000,"ASR_AST_SMP","Simple Assault",9903,204743363,628566,168973,24201,24851,25737,26632,25838,24519,23027,106409,98670,96837,71951,40230,20324,9452,4715,5173,8557,8334,8146,7690,7189,6797,6323,28351,26927,26789,17643,8730,3969,1751,834,943,9642,204368087,514153,260460,8911,11042
564,,2000,"ASR_BRG","Burglary",9903,204743363,121736,19506,14155,11846,8846,6989,5838,4778,4106,16619,15736,14701,10144,4732,1942,707,248,349,1548,1406,1109,1028,796,761,690,3047,3078,2842,1742,849,333,158,51,68,9642,204368087,93040,44888,1503,1297
565,,2000,"ASR_DIS","Disorderly Conduct",9903,204743363,301287,80181,21534,19989,18735,19787,16527,13996,12065,43452,35003,35222,28878,17494,9419,4587,2252,2347,5090,4750,4489,4308,3595,3199,2838,12208,11663,12316,8294,4093,1794,732,390,422,9642,204368087,237906,133051,2162,5401
566,,2000,"ASR_DRG","Drug Abuse Violations",9903,204743363,916332,195866,72228,72278,64378,54879,47367,40968,35653,138434,113886,109373,83810,47807,21534,8000,3179,2558,10452,10268,9306,7939,7263,6376,5850,28380,32649,35416,24964,11088,3937,1234,362,382,9642,204368087,673231,422604,7181,5682
567,,2000,"ASR_DRK","Drunkenness",9903,204743363,394148,59272,11691,13103,13432,17128,15033,13465,12250,52355,50135,58938,54943,37949,21790,11406,5704,4826,1637,1736,1564,1917,1662,1504,1374,7063,9129,12236,10308,5453,2248,793,343,305,9642,204368087,375286,63975,2177,10020
568,,2000,"ASR_DUI","Drive Under the Influence",9903,204743363,809875,158119,19508,26415,29338,36561,34815,33102,30211,131953,113165,112819,94947,64316,39537,21131,11242,10815,3409,4621,4866,6557,5949,5440,4868,21832,23484,28240,23455,13404,6478,2860,1389,1267,9642,204368087,834798,94445,8823,13831
569,,2000,"ASR_EMB","Embezzlement",9903,204743363,6529,6448,585,511,420,336,298,274,197,1017,877,737,531,358,241,77,42,28,521,534,463,401,327,298,265,1064,888,704,495,245,122,75,21,25,9642,204368087,8136,4504,217,84
570,,2000,"ASR_FAM","Offenses Against the Family and Children",9903,204743363,72012,19411,1605,1616,1825,2068,2153,2235,2302,12521,13198,13258,9762,5171,2315,1035,457,491,533,604,670,709,712,722,794,3670,3699,3602,2106,896,376,141,81,96,9642,204368087,59626,28309,1464,1021
571,,2000,"ASR_FOR","Forgery and Counterfeiting",9903,204743363,49237,29083,2597,2980,2976,2477,2255,2120,2022,8631,7637,6610,4428,2575,1075,454,223,177,1446,1560,1652,1332,1329,1222,1171,5598,4941,4270,2576,1182,488,187,57,72,9642,204368087,50223,25770,1277,463
572,,2000,"ASR_FRD","Fraud",9903,204743363,147261,113276,5056,6499,6957,6586,6141,5460,5347,24573,23198,21467,16184,9488,5373,2460,1207,1265,2736,4511,4774,4925,4818,4837,4447,21741,19560,16972,11305,6260,3424,1487,696,783,9642,204368087,165959,89182,2099,1376
573,,2000,"ASR_GAM","Gambling",9903,204743363,10320,1512,553,628,597,522,465,405,406,1318,949,850,759,751,745,503,406,463,22,32,37,39,20,27,30,133,175,200,233,170,174,94,68,58,9642,204368087,5427,5840,382,30
574,,2000,"ASR_HOM","Murder and Nonnegligent Homicide",9903,204743363,9190,1121,698,803,751,669,579,489,436,1671,919,756,565,343,245,107,62,97,54,61,46,57,40,46,49,177,179,149,129,65,34,18,3,14,9642,204368087,4500,5559,123,101
575,,2000,"ASR_LIQ","Liquor Laws",9903,204743363,411280,84670,58682,63056,53439,16357,12651,11442,10483,34564,31819,34359,31284,22722,14274,8276,4282,3590,18325,17767,13617,2767,1803,1515,1312,4848,5282,6234,5288,3030,1529,684,386,283,9642,204368087,364666,115731,2666,10611
576,,2000,"ASR_LRC","Larceny",9903,204743363,384450,209448,34813,28711,22274,17876,14651,12356,11293,48995,51788,52891,41424,24149,12167,5171,2576,3315,17922,14772,12402,10109,8434,7617,6969,30053,28812,27415,20023,11678,6325,3104,1605,2208,9642,204368087,378403,197330,8436,7075
577,,2000,"ASR_MAN","Manslaughter by Negligence",9903,204743363,894,192,58,49,52,64,44,48,35,150,110,98,74,36,25,18,18,15,6,7,12,13,6,7,2,29,29,23,20,8,11,3,3,13,9642,204368087,824,226,18,16
578,,2000,"ASR_MVT","Motor Vehicle Theft",9903,204743363,60466,10715,7600,6058,5040,3903,3193,2689,2229,9026,7534,6328,3869,1760,727,281,107,122,979,827,705,581,504,431,397,1894,1798,1372,762,294,112,34,15,10,9642,204368087,38865,30033,1214,770
579,,2000,"ASR_OTH","All Other Offenses",9903,204743363,2137780,492635,96800,110806,112201,107765,97098,89143,82998,334972,297852,293604,231107,139283,74071,35719,17769,16592,19517,22562,23566,22068,20391,19254,18136,82407,80743,79327,54456,27173,12195,5199,2388,3253,9642,204368087,1618491,939277,29721,31923
580,,2000,"ASR_PRS","Prostitution and Commercialized Vice",9903,204743363,26784,44470,430,625,751,836,864,836,859,4481,4480,4243,3283,2128,1279,781,438,470,1189,1489,1427,1494,1434,1312,1321,7523,9638,9098,5624,2163,576,123,34,25,9642,204368087,40974,28103,1600,541
581,,2000,"ASR_ROB","Robbery",9903,204743363,61149,6967,7170,6372,5121,4250,3482,2843,2278,9006,7675,6301,3877,1642,688,237,106,101,554,486,455,393,332,262,276,1101,1185,967,598,231,87,20,11,9,9642,204368087,29032,37707,827,371
582,,2000,"ASR_RPE","Rape",9903,204743363,17412,201,1101,1001,857,870,808,683,634,2711,2520,2393,1719,951,548,279,156,181,10,9,16,9,6,4,8,36,43,25,24,6,3,2,,,9642,204368087,10626,6529,203,199
583,,2000,"ASR_SEX","Sex Offenses",9903,204743363,53490,4071,2228,2308,2151,2006,1615,1570,1496,6936,7389,7948,6395,4243,2726,1845,1165,1469,149,197,180,172,179,155,137,660,733,687,477,209,68,36,9,23,9642,204368087,41978,13944,816,641
584,,2000,"ASR_STP","Stolen Property",9903,204743363,59547,12734,6004,5591,4458,3618,3044,2509,2176,8689,7582,6568,4754,2495,1117,504,203,235,933,826,785,668,585,519,448,2201,2084,1809,1058,487,206,66,34,25,9642,204368087,39145,31652,706,507
585,,2000,"ASR_SUS","Suspicion",9903,204743363,2443,571,189,202,137,169,103,106,85,373,306,321,219,118,48,31,17,19,34,42,27,22,16,26,20,91,94,87,66,25,7,4,5,5,9642,204368087,2041,906,28,11
586,,2000,"ASR_VAG","Vagrancy",9903,204743363,19562,5712,1382,1061,896,693,598,493,448,1927,2172,2821,2909,1995,1031,627,267,242,231,227,194,183,168,158,147,1020,959,1021,764,383,155,62,17,23,9642,204368087,12738,11857,110,551
587,,2000,"ASR_VAN","Vandalism",9903,204743363,102016,21849,12283,9629,7473,6523,5465,4536,3703,14542,11840,10823,7523,3808,1920,871,431,646,1588,1481,1312,1217,1079,971,841,3562,3231,2996,1853,925,433,189,68,103,9642,204368087,86684,33580,1390,1805
588,,2000,"ASR_WEAP","Weapons",9903,204743363,88420,7419,8009,7482,6622,6065,5121,4411,3704,13831,9488,8183,6298,4072,2413,1299,678,744,477,431,388,415,324,281,271,1179,1059,1055,750,394,215,90,42,48,9642,204368087,54114,39575,1103,697
533,,1999,"ASR_ARSON","Arson",9515,195331899,4632,1020,427,345,287,212,219,161,144,571,572,568,456,296,177,88,48,61,44,40,43,33,25,25,31,128,193,177,148,73,34,9,9,8,9288,194826198,3849,1700,39,58
534,,1999,"ASR_AST","Aggravated Assault",9515,195331899,248818,60565,11544,11869,11325,11305,10522,9746,9248,41982,37717,35976,25854,14880,8068,4127,2194,2461,2540,2610,2575,2548,2473,2289,2154,10356,10628,10019,6507,3185,1460,612,280,329,9288,194826198,189774,111736,4090,3256
535,,1999,"ASR_AST_SMP","Simple Assault",9515,195331899,621572,163189,24078,24612,24648,25702,24510,23250,22745,107753,101739,97719,69102,37575,18908,9123,4673,5435,8193,8027,7379,7355,6997,6248,6066,28203,27262,26367,16250,7849,3636,1565,785,1007,9288,194826198,501926,261763,8474,10911
536,,1999,"ASR_BRG","Burglary",9515,195331899,124839,19523,15148,12036,8941,6655,5442,4691,4074,18201,16860,15344,9944,4512,1768,673,281,269,1527,1333,1048,885,796,725,689,3214,3170,2840,1777,834,415,141,63,66,9288,194826198,94029,47379,1527,1231
537,,1999,"ASR_DIS","Disorderly Conduct",9515,195331899,287225,78548,21411,19669,16910,18211,15391,12933,11374,43567,35205,34618,25653,15585,8157,4107,2083,2351,5168,4775,4471,4286,3977,3130,2959,12273,11920,11396,7395,3509,1684,752,358,495,9288,194826198,232743,124578,2177,5453
538,,1999,"ASR_DRG","Drug Abuse Violations",9515,195331899,880066,189912,69786,67643,58573,50640,43718,37100,33600,136754,115734,110777,80568,43936,19192,7125,2771,2149,9382,9042,8060,7223,6476,5844,5573,29106,34185,35825,23617,10361,3482,1094,355,287,9288,194826198,645291,411400,6515,5322
539,,1999,"ASR_DRK","Drunkenness",9515,195331899,407679,59038,11908,13091,12927,16664,14637,13102,12271,54403,54597,63560,56347,39169,21881,11994,6114,5014,1526,1579,1426,1787,1562,1433,1355,7436,9629,12712,9701,5163,2131,915,383,300,9288,194826198,382083,70076,1974,11515
540,,1999,"ASR_DUI","Drive Under the Influence",9515,195331899,828574,156821,19889,26154,27879,35099,33742,31455,30493,137941,119631,120589,96482,65024,39475,21716,11472,11533,3483,4201,4532,5856,5508,4863,4761,22839,24811,29818,22194,12536,6026,2792,1380,1221,9288,194826198,842425,100800,10282,14408
541,,1999,"ASR_EMB","Embezzlement",9515,195331899,6054,5823,484,453,357,320,273,201,243,1130,835,698,486,292,157,68,30,27,432,412,372,329,309,262,280,1013,786,741,420,260,123,47,19,18,9288,194826198,7467,4179,157,56
542,,1999,"ASR_FAM","Offenses Against the Family and Children",9515,195331899,73269,19720,1860,1863,1897,2217,2220,2200,2395,12682,13414,13552,9530,4938,2291,1059,502,649,604,619,681,714,686,742,797,3821,3858,3524,1986,840,391,179,95,183,9288,194826198,58682,28009,1517,967
543,,1999,"ASR_FOR","Forgery and Counterfeiting",9515,195331899,48388,27975,2371,2854,2728,2376,2161,1960,1854,8843,7718,6648,4366,2526,1112,501,195,175,1364,1441,1601,1319,1216,1089,1122,5300,4954,4109,2592,1115,486,157,61,49,9288,194826198,48486,26184,1110,414
544,,1999,"ASR_FRD","Fraud",9515,195331899,161996,119395,5510,7115,7276,6875,6690,6148,5790,27798,26322,24366,17445,10194,5399,2617,1190,1261,2923,4467,5073,5083,5107,4711,4814,23336,20954,18367,11799,6538,3311,1480,684,748,9288,194826198,175819,101586,2160,1176
545,,1999,"ASR_GAM","Gambling",9515,195331899,10287,1646,651,651,561,534,467,379,404,1237,937,885,841,872,617,461,349,441,27,27,36,30,27,23,16,151,211,215,211,309,130,117,45,71,9288,194826198,5476,6031,413,7
546,,1999,"ASR_HOM","Murder and Nonnegligent Homicide",9515,195331899,9351,1185,823,795,745,659,629,503,417,1601,1014,791,551,332,198,133,50,110,63,49,61,37,49,57,51,217,190,175,103,62,33,16,14,8,9288,194826198,4634,5647,133,109
547,,1999,"ASR_LIQ","Liquor Laws",9515,195331899,381467,76083,58988,60306,48679,15020,11364,9539,9116,32945,30807,32426,27950,19560,11904,6583,3436,2844,17569,16303,11706,2261,1550,1229,1103,4403,4970,5720,4343,2609,1212,546,268,291,9288,194826198,342035,100209,2993,10474
548,,1999,"ASR_LRC","Larceny",9515,195331899,394411,214742,35927,28926,21493,17298,14629,12281,11101,53487,55159,54903,41728,24269,11487,5434,2589,3700,17529,14575,11755,9836,8515,7453,7249,32700,30893,28954,20298,11399,6200,3099,1750,2537,9288,194826198,387087,204215,9095,7439
549,,1999,"ASR_MAN","Manslaughter by Negligence",9515,195331899,907,187,56,51,42,69,41,42,36,161,98,110,81,38,33,13,14,22,6,12,16,5,13,4,6,33,19,29,16,7,5,3,4,9,9288,194826198,857,214,14,9
550,,1999,"ASR_MVT","Motor Vehicle Theft",9515,195331899,58877,10263,7477,6127,4564,3521,3049,2448,2098,9093,7608,6276,3668,1760,678,273,114,123,937,805,598,578,524,384,360,1923,1802,1250,708,268,68,31,11,16,9288,194826198,36550,30865,935,661
551,,1999,"ASR_OTH","All Other Offenses",9515,195331899,2123656,485829,97559,109210,105137,101767,93217,83426,80127,346050,309161,301157,224181,134792,69943,34795,16682,16452,19414,22354,22092,21193,20139,17975,17813,84656,83399,79184,50638,25471,11148,4844,2242,3267,9288,194826198,1610647,932911,27230,32031
552,,1999,"ASR_PRS","Prostitution and Commercialized Vice",9515,195331899,29556,45449,505,635,761,814,859,922,951,5157,5304,4683,3583,2268,1346,779,473,516,1060,1544,1561,1452,1462,1295,1427,8516,9988,9355,5169,1931,486,120,39,44,9288,194826198,43828,28968,1615,509
553,,1999,"ASR_ROB","Robbery",9515,195331899,61869,7165,7273,6349,4857,4195,3307,2633,2385,9965,8052,6420,3608,1680,682,231,106,126,543,501,424,335,329,271,237,1209,1277,1084,616,200,76,29,19,15,9288,194826198,29159,38677,763,382
554,,1999,"ASR_RPE","Rape",9515,195331899,17763,193,1034,985,873,885,777,644,618,2852,2757,2523,1687,927,551,297,173,180,7,7,9,11,8,5,12,37,32,30,23,5,5,2,,,9288,194826198,10694,6806,212,203
555,,1999,"ASR_SEX","Sex Offenses",9515,195331899,52342,3738,2142,2122,2021,1853,1591,1446,1422,6839,7471,7982,6057,4239,2802,1780,1072,1503,152,168,148,173,161,147,118,653,656,634,408,176,73,45,10,16,9288,194826198,42162,12370,745,719
556,,1999,"ASR_STP","Stolen Property",9515,195331899,56904,11095,6157,5308,4272,3374,2888,2312,2014,8498,7288,6500,4258,2165,1002,450,226,192,834,725,630,542,481,440,472,1998,1824,1502,964,399,156,72,25,31,9288,194826198,36999,29725,640,520
557,,1999,"ASR_SUS","Suspicion",9515,195331899,3016,776,268,211,203,217,145,116,120,464,377,383,250,124,75,27,20,16,36,45,46,44,34,38,23,125,124,131,62,37,15,4,8,4,9288,194826198,2578,1163,16,33
